1	1310
2	1293
3	1290
4	1269
5	1279
6	1277
7	1272
8	1281
9	1278
10	1289
11	1294
12	1301
13	1335
14	1408
15	1541
16	1681
17	1748
18	1668
19	1547
20	1427
21	1342
22	1293
23	1275
24	1269
25	1263
26	1280
27	1287
28	1298
29	1281
30	1267
31	1263
32	1269
33	1271
34	1272
35	1262
36	1273
37	1283
38	1288
39	1291
40	1286
41	1311
42	1364
43	1474
44	1634
45	1761
46	1760
47	1659
48	1529
49	1408
50	1330
51	1286
52	1265
53	1258
54	1256
55	1259
56	1276
57	1292
58	1291
59	1274
60	1272
61	1254
62	1258
63	1266
64	1264
65	1258
66	1267
67	1271
68	1272
69	1278
70	1276
71	1286
72	1309
73	1357
74	1453
75	1621
76	1772
77	1821
78	1752
79	1625
80	1495
81	1388
82	1310
83	1280
84	1262
85	1253
86	1251
87	1250
88	1268
89	1276
90	1299
91	1289
92	1271
93	1255
94	1247
95	1252
96	1256
97	1263
98	1261
99	1251
100	1261
101	1269
102	1337
103	1277
104	1274
105	1273
106	1290
107	1319
108	1365
109	1488
110	1669
111	1828
112	1904
113	1828
114	1685
115	1559
116	1439
117	1349
118	1296
119	1263
120	1250
121	1249
122	1240
123	1242
124	1250
125	1266
126	1294
127	1307
128	1301
129	1269
130	1254
131	1247
132	1240
133	1245
134	1256
135	1258
136	1253
137	1247
138	1248
139	1256
140	1264
141	1277
142	1280
143	1265
144	1267
145	1267
146	1280
147	1297
148	1359
149	1461
150	1631
151	1842
152	1997
153	1988
154	1896
155	1746
156	1602
157	1495
158	1400
159	1324
160	1275
161	1251
162	1241
163	1238
164	1238
165	1244
166	1245
167	1240
168	1252
169	1272
170	1293
171	1309
172	1300
173	1270
174	1245
175	1237
176	1239
177	1235
178	1242
179	1247
180	1262
181	1265
182	1252
183	1243
184	1236
185	1245
186	1257
187	1272
188	1274
189	1281
190	1260
191	1261
192	1254
193	1261
194	1266
195	1275
196	1299
197	1335
198	1420
199	1558
200	1752
201	1959
202	2104
203	2128
204	2034
205	1907
206	1780
207	1655
208	1559
209	1472
210	1383
211	1311
212	1277
213	1252
214	1244
215	1234
216	1234
217	1231
218	1228
219	1229
220	1235
221	1231
222	1237
223	1247
224	1251
225	1265
226	1303
227	1327
228	1333
229	1311
230	1266
231	1248
232	1236
233	1234
234	1223
235	1223
236	1225
237	1228
238	1235
239	1243
240	1262
241	1267
242	1266
243	1257
244	1239
245	1238
246	1230
247	1233
248	1232
249	1237
250	1253
251	1276
252	1285
253	1285
254	1275
255	1263
256	1255
257	1253
258	1250
259	1253
260	1253
261	1257
262	1254
263	1261
264	1262
265	1273
266	1282
267	1302
268	1343
269	1405
270	1494
271	1625
272	1756
273	1926
274	2102
275	2261
276	2305
277	2265
278	2197
279	2132
280	2064
281	1963
282	1864
283	1771
284	1709
285	1658
286	1592
287	1561
288	1513
289	1448
290	1394
291	1352
292	1310
293	1273
294	1265
295	1257
296	1239
297	1238
298	1233
299	1232
300	1231
301	1236
302	1228
303	1224
304	1225
305	1222
306	1225
307	1219
308	1220
309	1224
310	1237
311	1227
312	1220
313	1222
314	1220
315	1220
316	1218
317	1217
318	1222
319	1225
320	1218
321	1232
322	1226
323	1228
324	1240
325	1239
326	1239
327	1244
328	1253
329	1262
330	1273
331	1283
332	1306
333	1320
334	1337
335	1353
336	1363
337	1375
338	1381
339	1380
340	1369
341	1358
342	1349
343	1323
344	1320
345	1313
346	1302
347	1291
348	1281
349	1271
350	1264
351	1261
352	1256
353	1249
354	1245
355	1249
356	1238
357	1237
358	1237
359	1234
360	1234
361	1236
362	1229
363	1234
364	1231
365	1226
366	1228
367	1224
368	1226
369	1230
370	1224
371	1236
372	1232
373	1232
374	1226
375	1231
376	1227
377	1227
378	1232
379	1232
380	1236
381	1237
382	1235
383	1241
384	1244
385	1248
386	1247
387	1250
388	1261
389	1261
390	1270
391	1281
392	1285
393	1308
394	1308
395	1321
396	1340
397	1345
398	1351
399	1355
400	1365
401	1362
402	1355
403	1353
404	1338
405	1320
406	1321
407	1303
408	1282
409	1271
410	1263
411	1243
412	1244
413	1245
414	1236
415	1224
416	1232
417	1230
418	1220
419	1220
420	1217
421	1218
422	1210
423	1221
424	1213
425	1212
426	1222
427	1215
428	1213
429	1215
430	1215
431	1215
432	1217
433	1221
434	1209
435	1213
436	1226
437	1223
438	1227
439	1224
440	1227
441	1228
442	1228
443	1232
444	1238
445	1255
446	1269
447	1289
448	1325
449	1369
450	1415
451	1464
452	1495
453	1548
454	1594
455	1644
456	1713
457	1778
458	1867
459	1947
460	2010
461	2064
462	2106
463	2126
464	2075
465	1983
466	1853
467	1715
468	1602
469	1497
470	1410
471	1350
472	1305
473	1281
474	1262
475	1253
476	1247
477	1240
478	1232
479	1234
480	1237
481	1230
482	1232
483	1238
484	1241
485	1258
486	1258
487	1263
488	1246
489	1242
490	1231
491	1228
492	1226
493	1218
494	1225
495	1225
496	1235
497	1239
498	1237
499	1239
500	1227
501	1223
502	1211
503	1208
504	1213
505	1209
506	1212
507	1220
508	1223
509	1244
510	1262
511	1281
512	1293
513	1284
514	1267
515	1241
516	1235
517	1223
518	1221
519	1218
520	1205
521	1207
522	1214
523	1213
524	1221
525	1215
526	1231
527	1243
528	1272
529	1314
530	1373
531	1447
532	1516
533	1609
534	1713
535	1802
536	1870
537	1866
538	1809
539	1669
540	1537
541	1419
542	1335
543	1287
544	1262
545	1250
546	1241
547	1241
548	1230
549	1236
550	1241
551	1242
552	1239
553	1235
554	1231
555	1217
556	1224
557	1227
558	1228
559	1236
560	1228
561	1217
562	1215
563	1208
564	1207
565	1216
566	1230
567	1248
568	1264
569	1263
570	1250
571	1228
572	1225
573	1222
574	1213
575	1212
576	1216
577	1218
578	1229
579	1241
580	1263
581	1306
582	1369
583	1444
584	1540
585	1630
586	1713
587	1746
588	1693
589	1577
590	1451
591	1367
592	1299
593	1267
594	1243
595	1240
596	1227
597	1238
598	1237
599	1239
600	1224
601	1223
602	1216
603	1222
604	1224
605	1217
606	1217
607	1216
608	1209
609	1218
610	1229
611	1238
612	1253
613	1251
614	1231
615	1230
616	1214
617	1210
618	1221
619	1220
620	1222
621	1242
622	1265
623	1318
624	1397
625	1486
626	1579
627	1667
628	1661
629	1586
630	1473
631	1367
632	1296
633	1257
634	1237
635	1234
636	1224
637	1234
638	1234
639	1227
640	1217
641	1223
642	1217
643	1220
644	1225
645	1211
646	1217
647	1217
648	1230
649	1236
650	1247
651	1236
652	1222
653	1213
654	1213
655	1211
656	1217
657	1240
658	1277
659	1327
660	1417
661	1503
662	1580
663	1607
664	1547
665	1429
666	1340
667	1292
668	1250
669	1235
670	1233
671	1231
672	1224
673	1223
674	1222
675	1217
676	1220
677	1223
678	1217
679	1210
680	1219
681	1229
682	1239
683	1231
684	1225
685	1225
686	1214
687	1220
688	1225
689	1239
690	1283
691	1352
692	1450
693	1523
694	1567
695	1530
696	1431
697	1346
698	1285
699	1258
700	1243
701	1230
702	1229
703	1226
704	1219
705	1225
706	1219
707	1219
708	1213
709	1219
710	1223
711	1238
712	1238
713	1224
714	1217
715	1210
716	1213
717	1224
718	1244
719	1284
720	1363
721	1446
722	1528
723	1529
724	1457
725	1372
726	1294
727	1263
728	1243
729	1233
730	1231
731	1234
732	1217
733	1221
734	1215
735	1209
736	1213
737	1216
738	1229
739	1234
740	1233
741	1222
742	1220
743	1218
744	1233
745	1255
746	1325
747	1371
748	1462
749	1502
750	1480
751	1392
752	1316
753	1271
754	1248
755	1234
756	1227
757	1220
758	1226
759	1231
760	1223
761	1215
762	1220
763	1230
764	1236
765	1236
